OBJECT_NAME,OBJECT_ID,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,COUNTRY_CODE,LAUNCH_DATE,SITE,RCS_SIZE,TLE_LINE1,TLE_LINE2
"THOR ABLESTAR DEB","1961-015EF","105.335","1095.984","924.268","DEBRIS","US","1961-06-29","AFETR","SMALL","1 00406U 61015EF  21271.25537076  .00000204  00000-0  31412-3 0  9991","2 00406  66.7777  86.7175 0116209 109.2864  61.9891 13.67065840985539"
"THOR ABLESTAR DEB","1961-015EG","99.428","786.012","676.521","DEBRIS","US","1961-06-29","AFETR","MEDIUM","1   407U 61015EG  21271.79748973  .00001954  00000-0  52871-3 0  9996","2   407  66.3256 282.0141 0077004 350.8158 184.2058 14.48282291 79709"
"THOR ABLESTAR DEB","1961-015EH","104.719","1035.726","926.858","DEBRIS","US","1961-06-29","AFETR","MEDIUM","1 00408U 61015EH  21271.44979056  .00000081  00000-0  15876-3 0  9991","2 00408  66.7852 254.2316 0073965 214.7932 316.1257 13.75107709 68671"
"THOR ABLESTAR DEB","1961-015EJ","101.178","864.950","763.890","DEBRIS","US","1961-06-29","AFETR","SMALL","1   409U 61015EJ  21272.38803214  .00000311  00000-0  17018-3 0  9994","2   409  66.7144 139.2075 0070253 332.4329  27.3047 14.23239371 96398"
"THOR ABLESTAR DEB","1961-015EK","104.640","983.831","971.360","DEBRIS","US","1961-06-29","AFETR","MEDIUM","1 00410U 61015EK  21271.54358971 -.00000012  00000-0  64606-4 0  9993","2 00410  66.6934 201.0581 0008477  47.4450 127.2004 13.76144444 23007"
"THOR ABLESTAR DEB","1961-015EP","104.567","1003.539","944.825","DEBRIS","US","1961-06-29","AFETR","MEDIUM","1   414U 61015EP  21272.12228856 -.00000024  00000-0  52695-4 0  9998","2   414  66.4449 316.2048 0039929  90.7146 301.0682 13.77103056 25434"
"THOR ABLESTAR DEB","1961-015ER","101.949","911.244","790.571","DEBRIS","US","1961-06-29","AFETR","SMALL","1   416U 61015ER  21272.55842120 -.00000231  00000-0 -76896-4 0  9993","2   416  66.5250  12.0424 0083464 245.4899 113.7469 14.12477551 88910"
"THOR ABLESTAR DEB","1961-015ES","101.596","891.593","776.900","DEBRIS","US","1961-06-29","AFETR","SMALL","1   417U 61015ES  21272.09944422  .00000007  00000-0  43015-4 0  9997","2   417  66.7463 305.6186 0079511 262.0280  97.1783 14.17374803 93676"
"THOR ABLESTAR DEB","1961-015EV","100.771","854.925","735.387","DEBRIS","US","1961-06-29","AFETR","SMALL","1   420U 61015EV  21272.45099582  .00000226  00000-0  11819-3 0  9998","2   420  66.8139  88.2567 0083322  56.6092 304.2943 14.28976488107632"
"THOR AGENA B R/B","1962-049B","105.225","1018.248","991.700","ROCKET BODY","US","1962-09-29","AFWTR","LARGE","1   426U 62049B   21272.18679969  .00000042  00000-0  38857-4 0  9993","2   426  80.4726 168.6292 0017979 348.6229 176.0158 13.68496984945174"
"THOR ABLESTAR R/B","1962-060B","107.539","1162.087","1063.519","ROCKET BODY","US","1962-10-31","AFETR","LARGE","1 00447U 62060B   21271.51922233 -.00000103  00000-0  45591-4 0  9992","2 00447  50.1301 309.5324 0065791  67.0175  82.0959 13.39055135881271"
"THOR ABLESTAR DEB","1961-015EX","98.625","727.930","657.921","DEBRIS","US","1961-06-29","AFETR","MEDIUM","1   461U 61015EX  21272.47872352  .00001253  00000-0  27534-3 0  9991","2   461  67.5062 100.3159 0049504 199.9524 159.9662 14.60077612132243"
"THOR ABLESTAR DEB","1961-015EZ","99.750","783.525","709.712","DEBRIS","US","1961-06-29","AFETR","SMALL","1   463U 61015EZ  21271.72491725  .00000544  00000-0  18354-3 0  9993","2   463  66.7737   3.6958 0051801 133.4309 227.1125 14.43603720120081"
"THOR ABLESTAR DEB","1961-015FB","100.538","811.290","756.831","DEBRIS","US","1961-06-29","AFETR","SMALL","1 00465U 61015FB  21271.54597579  .00000302  00000-0  14357-3 0  9990","2 00465  66.3166 197.0990 0038018 335.3884  24.5396 14.32298394 98746"
"THOR ABLESTAR DEB","1961-015FD","106.685","1263.091","883.111","DEBRIS","US","1961-06-29","AFETR","SMALL","1 00467U 61015FD  21271.25496673  .00000798  00000-0  11206-2 0  9991","2 00467  66.5583 116.9301 0254978 290.2395  67.1414 13.49771674 47832"
"THOR ABLESTAR DEB","1961-015FF","100.773","836.711","753.742","DEBRIS","US","1961-06-29","AFETR","SMALL","1 00469U 61015FF  21271.41231713  .00000214  00000-0  11569-3 0  9999","2 00469  66.8361 329.2556 0057831  49.4336 311.1776 14.28955391106411"
"THOR ABLESTAR DEB","1961-015FG","102.449","930.591","818.478","DEBRIS","US","1961-06-29","AFETR","SMALL","1   470U 61015FG  21272.56572884  .00000088  00000-0  10282-3 0  9995","2   470  66.2329  13.5723 0077291 279.8938  79.3425 14.05581271 70634"
"THOR ABLESTAR DEB","1961-015FL","97.273","651.628","604.732","DEBRIS","US","1961-06-29","AFETR","SMALL","1   474U 61015FL  21272.22435485  .00002999  00000-0  40451-3 0  9991","2   474  66.2454 252.0432 0033467 257.9864 115.2608 14.80363163135867"
"THOR ABLESTAR DEB","1961-015FM","102.044","959.715","751.085","DEBRIS","US","1961-06-29","AFETR","SMALL","1 00475U 61015FM  21271.24501138  .00001458  00000-0  77567-3 0  9999","2 00475  66.2288 191.7200 0144210  75.4293 286.2735 14.11162020 43774"
"THOR ABLESTAR DEB","1961-015FQ","98.752","741.045","656.912","DEBRIS","US","1961-06-29","AFETR","SMALL","1 00478U 61015FQ  21271.44616892  .00001027  00000-0  23985-3 0  9995","2 00478  66.0716  68.1769 0059440 308.5033  51.0752 14.58204715130683"
"THOR ABLESTAR DEB","1961-015FR","96.085","575.374","566.580","DEBRIS","US","1961-06-29","AFETR","SMALL","1   479U 61015FR  21271.88039323  .00013832  00000-0  11561-2 0  9995","2   479  66.6766  79.7941 0006327 156.0083 204.1346 14.98679595114095"
"THOR ABLESTAR DEB","1961-015FS","100.451","841.081","718.826","DEBRIS","US","1961-06-29","AFETR","SMALL","1 00480U 61015FS  21271.42373899  .00000389  00000-0  16625-3 0  9996","2 00480  66.2406  26.5547 0085396 157.7204 202.7638 14.33531314107244"
"THOR AGENA B DEB","1962-049C","105.128","1011.326","989.587","DEBRIS","US","1962-09-29","AFWTR","SMALL","1 00510U 62049C   21271.62071681  .00000052  00000-0  48520-4 0  9991","2 00510  80.5142 222.6570 0014731 224.2090 311.7520 13.69754038946843"
"THOR AGENA B DEB","1962-049D","105.244","1029.673","982.036","DEBRIS","US","1962-09-29","AFWTR","SMALL","1 00511U 62049D   21271.29662823  .00000033  00000-0  27644-4 0  9992","2 00511  80.4247 100.1929 0032257  88.3217  86.5060 13.68252275943938"
"DELTA 1 R/B","1962-068B","184.794","7425.575","1312.027","ROCKET BODY","US","1962-12-13","AFETR","MEDIUM","1 00515U 62068B   21271.63320250 -.00000022  00000-0  00000-0 0  9992","2 00515  47.5219  47.4667 2844321 345.2004   7.9793  7.79248132673562"
"THOR ABLESTAR DEB","1961-015FT","103.493","985.628","861.817","DEBRIS","US","1961-06-29","AFETR","MEDIUM","1   516U 61015FT  21272.15723820 -.00000238  00000-0 -11858-3 0  9998","2   516  65.9937 178.1896 0084780 342.5302  17.2857 13.91402379 49214"
"THOR ABLESTAR DEB","1961-015FU","102.978","960.008","839.001","DEBRIS","US","1961-06-29","AFETR","SMALL","1   530U 61015FU  21272.36901030  .00000040  00000-0  80017-4 0  9991","2   530  66.8783 254.3363 0083136 329.3872  30.2373 13.98353521 67336"
"THOR ABLESTAR DEB","1961-015FW","105.650","1153.667","896.034","DEBRIS","US","1961-06-29","AFETR","SMALL","1 00537U 61015FW  21271.30824883  .00000209  00000-0  31945-3 0  9993","2 00537  67.2243 109.7582 0174006 138.6530  34.3557 13.62989148780303"
"THOR ABLESTAR DEB","1961-015FX","99.585","752.398","725.107","DEBRIS","US","1961-06-29","AFETR","SMALL","1 00538U 61015FX  21271.50627393  .00000690  00000-0  21536-3 0  9992","2 00538  67.8091 111.5093 0019173 252.5594 107.3425 14.45997768113245"
"THOR ABLESTAR DEB","1961-015GA","103.977","1002.818","890.176","DEBRIS","US","1961-06-29","AFETR","SMALL","1 00541U 61015GA  21271.45001874  .00000069  00000-0  12254-3 0  9997","2 00541  67.2194 181.7920 0076892 169.7945 190.4717 13.84917972 33660"
"THOR ABLESTAR DEB","1961-015GC","105.241","1056.584","954.901","DEBRIS","US","1961-06-29","AFETR","SMALL","1 00543U 61015GC  21271.48789656  .00000023  00000-0  10815-3 0  9994","2 00543  67.0346 357.9499 0068855 349.3488  99.8326 13.68283357   943"
"THOR ABLESTAR DEB","1961-015GD","106.285","1194.734","914.249","DEBRIS","US","1961-06-29","AFETR","SMALL","1 00544U 61015GD  21271.25777404 -.00000077  00000-0 -94980-5 0  9996","2 00544  66.8740 211.7665 0188685 338.1637 170.6807 13.54844117968090"
"THOR ABLESTAR DEB","1961-015GE","105.177","1126.275","879.219","DEBRIS","US","1961-06-29","AFETR","SMALL","1 00545U 61015GE  21271.42252854  .00000100  00000-0  17762-3 0  9999","2 00545  67.2325 305.5351 0167362 268.1964  89.9932 13.69116408994465"
"THOR ABLESTAR DEB","1961-015GH","98.308","760.398","595.097","DEBRIS","US","1961-06-29","AFETR","SMALL","1   548U 61015GH  21272.17491677  .00000267  00000-0  65215-4 0  9994","2   548  66.6745  72.0788 0117137 350.2346   9.6491 14.64791206171668"
"THOR ABLESTAR DEB","1961-015GJ","107.800","1289.226","960.669","DEBRIS","US","1961-06-29","AFETR","SMALL","1 00549U 61015GJ  21271.10489914 -.00000035  00000-0  55336-4 0  9995","2 00549  66.6937 146.4808 0218948 310.3640 202.9668 13.35805476932714"
"THOR ABLESTAR DEB","1961-015GM","103.421","995.450","845.207","DEBRIS","US","1961-06-29","AFETR","SMALL","1   552U 61015GM  21272.12651107  .00000629  00000-0  52019-3 0  9999","2   552  67.7395 167.3806 0102928  90.4933 270.7949 13.92372922 16827"
"THOR ABLESTAR DEB","1961-015GQ","111.993","1676.235","960.312","DEBRIS","US","1961-06-29","AFETR","SMALL","1   558U 61015GQ  21272.39260802  .00000106  00000-0  43143-3 0  9990","2   558  65.6980 232.6076 0465102  67.0357  13.3246 12.85791522828601"
"THOR ABLESTAR DEB","1961-015GR","99.641","791.198","691.616","DEBRIS","US","1961-06-29","AFETR","SMALL","1   559U 61015GR  21272.16604183  .00000796  00000-0  24641-3 0  9997","2   559  66.6089 326.4183 0069936 333.5811  26.1734 14.45189028 99597"
"THOR ABLESTAR DEB","1961-015GS","106.594","1306.042","831.748","DEBRIS","US","1961-06-29","AFETR","SMALL","1   560U 61015GS  21272.12055133  .00000591  00000-0  74126-3 0  9996","2   560  67.1601 196.4076 0318445 115.1133 248.3327 13.50915345921633"
"THOR ABLESTAR DEB","1961-015GT","116.111","2004.455","1007.150","DEBRIS","US","1961-06-29","AFETR","MEDIUM","1   561U 61015GT  21271.59935568  .00000531  00000-0  21459-2 0  9990","2   561  67.7552 215.8852 0632492  30.1468 137.3981 12.40189336727853"
"DELTA 1 R/B","1963-013B","224.914","10782.603","963.086","ROCKET BODY","US","1963-05-07","AFETR","MEDIUM","1 00575U 63013B   21263.30591317  .00000024  00000-0  39143-3 0  9992","2 00575  42.7874 317.4159 4007646 262.0060  63.2938  6.40245522365111"
"WESTFORD NEEDLES","1963-014E","166.046","3690.924","3567.189","DEBRIS","US","1963-05-09","AFWTR","MEDIUM","1 00602U 63014E   21271.19375221  .00000009  00000-0  26824-2 0  9998","2 00602  87.3617 354.5265 0061823 358.8158   1.2544  8.67230360848461"
"WESTFORD NEEDLES","1963-014F","166.789","3704.769","3613.026","DEBRIS","US","1963-05-09","AFWTR","MEDIUM","1 00628U 63014F   21271.24054434  .00000003  00000-0  00000-0 0  9992","2 00628  87.3536   7.1749 0045702  24.9773 335.3279  8.63365644840254"
"WESTFORD NEEDLES","1963-014G","166.362","3783.551","3499.940","DEBRIS","US","1963-05-09","AFWTR","LARGE","1 00629U 63014G   21271.16187056  .00000018  00000-0  70042-2 0  9992","2 00629  87.3498 356.2251 0141524 342.5382  17.0638  8.65583503845102"
"ATLAS AGENA B DEB","1963-030C","167.471","3709.192","3663.296","DEBRIS","US","1963-07-19","AFWTR","MEDIUM","1 00630U 63030C   21271.46877915 -.00000012  00000-0 -71260-2 0  9994","2 00630  88.3808 299.7472 0022801 249.6183 110.2219  8.59849167826753"
"ATLAS AGENA B DEB","1963-030E","168.244","3925.775","3508.588","DEBRIS","US","1963-07-19","AFWTR","MEDIUM","1 00631U 63030E   21271.04014094 -.00000016  00000-0 -92969-2 0  9993","2 00631  88.3893 313.9922 0206624 355.0606   4.8209  8.55899609818206"
"THOR ABLESTAR DEB","1961-015GU","108.211","1404.980","882.992","DEBRIS","US","1961-06-29","AFETR","SMALL","1   643U 61015GU  21272.46575412  .00001574  00000-0  24907-2 0  9995","2   643  66.3727 342.4820 0346969 275.6508  80.5073 13.30737202880837"
"THOR ABLESTAR DEB","1961-015GV","106.026","1160.440","924.316","DEBRIS","US","1961-06-29","AFETR","SMALL","1 00644U 61015GV  21271.45119569  .00000272  00000-0  43268-3 0  9997","2 00644  67.0966 278.0323 0159102 266.6248 247.3279 13.58162995963558"
"THOR ABLESTAR DEB","1961-015GW","110.461","1559.378","936.451","DEBRIS","US","1961-06-29","AFETR","SMALL","1 00645U 61015GW  21271.41396053  .00000050  00000-0  23680-3 0  9999","2 00645  66.5896 287.6049 0408420  25.5896  76.7518 13.03626942855183"
"THOR ABLESTAR DEB","1961-015GZ","106.104","1197.693","894.346","DEBRIS","US","1961-06-29","AFETR","SMALL","1 00648U 61015GZ  21271.30239187  .00000318  00000-0  48302-3 0  9999","2 00648  65.8783 203.7915 0204297 340.0862 186.6402 13.57163842964984"
"THOR ABLESTAR DEB","1961-015HA","113.870","1838.431","969.611","DEBRIS","US","1961-06-29","AFETR","SMALL","1   649U 61015HA  21272.45674819 -.00000024  00000-0  97804-4 0  9999","2   649  66.2698  34.1540 0558213 146.2753 283.2272 12.64599028775378"
"THOR ABLESTAR DEB","1961-015HD","102.153","918.550","802.567","DEBRIS","US","1961-06-29","AFETR","SMALL","1   652U 61015HD  21272.11286733  .00000812  00000-0  49422-3 0  9996","2   652  66.6953 171.2796 0080113 134.7761 225.9881 14.09653768 50879"
"THOR ABLESTAR DEB","1961-015HE","105.395","1134.536","891.325","DEBRIS","US","1961-06-29","AFETR","SMALL","1 00653U 61015HE  21271.32934206 -.00000025  00000-0  47184-4 0  9995","2 00653  67.4597 152.0258 0164530 266.6939 209.5109 13.66287732982186"
"THOR ABLESTAR DEB","1961-015HG","110.105","1505.727","957.343","DEBRIS","US","1961-06-29","AFETR","SMALL","1 00655U 61015HG  21271.31105743  .00000603  00000-0  14304-2 0  9999","2 00655  67.2570 231.4490 0360320  58.7391  86.0281 13.07838257861492"
"THOR ABLESTAR DEB","1961-015HH","113.532","1916.784","860.446","DEBRIS","US","1961-06-29","AFETR","SMALL","1 00656U 61015HH  21271.26535655  .00000650  00000-0  14484-2 0  9994","2 00656  66.2878 110.8644 0680039 241.1246 111.9907 12.68363657748145"
"THOR ABLESTAR DEB","1961-015HJ","109.828","1471.310","966.208","DEBRIS","US","1961-06-29","AFETR","SMALL","1 00657U 61015HJ  21271.43411247  .00000075  00000-0  30197-3 0  9995","2 00657  66.2185 161.1485 0332440 183.0943 351.9840 13.11138744878712"
"THOR ABLESTAR DEB","1961-015HK","107.650","1395.123","840.805","DEBRIS","US","1961-06-29","AFETR","SMALL","1   658U 61015HK  21272.17321168 -.00001172  00000-0 -14089-2 0  9992","2   658  65.8619 181.9885 0369738 302.1669  54.4005 13.37672493829438"
"THOR ABLESTAR DEB","1961-015HL","113.779","1860.529","939.219","DEBRIS","US","1961-06-29","AFETR","SMALL","1 00659U 61015HL  21271.56348782 -.00000196  00000-0 -37839-3 0  9990","2 00659  67.1635 210.6372 0592253 278.1186 263.8581 12.65610646772949"
"THOR ABLESTAR DEB","1961-015HM","98.558","718.038","661.461","DEBRIS","US","1961-06-29","AFETR","SMALL","1   660U 61015HM  21272.43607191  .00001077  00000-0  23755-3 0  9990","2   660  66.5242  33.2023 0040024   3.5674  56.3271 14.61061685131431"
"THOR ABLESTAR R/B","1963-038A","106.984","1107.226","1066.877","ROCKET BODY","US","1963-09-28","AFWTR","LARGE","1 00669U 63038A   21271.44568693  .00000014  00000-0  76218-5 0  9993","2 00669  90.0416 333.1510 0027025  25.0331 346.3462 13.45989780847943"
"THOR ABLESTAR DEB","1963-038D","105.429","1040.342","988.737","DEBRIS","US","1963-09-28","AFWTR","SMALL","1   672U 63038D   21272.15984951 -.00000468  00000-0 -58047-3 0  9998","2   672  90.0436 333.7374 0034903 156.5581 232.7278 13.65841668867188"
"ATLAS CENTAUR 2 R/B","1963-047A","102.646","1308.523","459.135","ROCKET BODY","US","1963-11-27","AFETR","LARGE","1   694U 63047A   21272.18023567  .00000529  00000-0  54069-4 0  9999","2   694  30.3587 189.4362 0584820 297.3966  56.8311 14.02883584902580"
"ATLAS CENTAUR 2 DEB","1963-047D","105.156","1405.959","597.551","DEBRIS","US","1963-11-27","AFETR","MEDIUM","1 00698U 63047D   21271.54417127  .00000491  00000-0  15753-3 0  9995","2 00698  29.9259 358.6917 0547710 190.3260 168.5654 13.69392527842371"
"ATLAS CENTAUR 2 DEB","1963-047F","107.573","1656.726","572.101","DEBRIS","US","1963-11-27","AFETR","MEDIUM","1 00700U 63047F   21271.35079328  .00000214  00000-0  58641-4 0  9992","2 00700  30.4826 287.6933 0723802 332.6659  23.7544 13.38623415819072"
"ATLAS CENTAUR 2 DEB","1963-047G","104.563","1362.652","585.302","DEBRIS","US","1963-11-27","AFETR","MEDIUM","1 00701U 63047G   21271.30000503  .00000150  00000-0  23344-4 0  9998","2 00701  30.0105 251.6200 0528658 160.9832 201.1308 13.77160632872084"
"WESTFORD NEEDLES","1963-014H","166.330","3888.248","3392.686","DEBRIS","US","1963-05-09","AFWTR","MEDIUM","1   702U 63014H   21272.23110630 -.00000041  00000-0 -19770-1 0  9995","2   702  87.3427 354.7113 0247321 354.6286   5.1932  8.65749132845270"
"THOR ABLESTAR R/B","1963-049A","106.679","1084.183","1061.496","ROCKET BODY","US","1963-12-05","AFWTR","LARGE","1 00703U 63049A   21271.44009153  .00000025  00000-0  23747-4 0  9995","2 00703  89.9003  85.3842 0015224 200.1300 216.6815 13.49842603846839"
"THOR ABLESTAR DEB","1963-049D","106.238","1073.951","1030.609","DEBRIS","US","1963-12-05","AFWTR","SMALL","1 00706U 63049D   21271.46950534  .00000152  00000-0  20384-3 0  9992","2 00706  89.9029  88.8960 0029165  55.1358   3.8102 13.55448855849857"
"THOR ABLESTAR DEB","1963-049E","104.961","1014.300","970.972","DEBRIS","US","1963-12-05","AFWTR","SMALL","1   715U 63049E   21272.02123334  .00000377  00000-0  40396-3 0  9999","2   715  89.9128  93.6495 0029392 288.9498 194.4687 13.71934487867446"
"DELTA 1 DEB","1963-054C","99.506","819.073","650.885","DEBRIS","US","1963-12-21","AFWTR","SMALL","1   720U 63054C   21272.05173849  .00000085  00000-0  64360-4 0  9994","2   720  58.4716 150.6233 0118224  64.4929 296.8270 14.47148587 31933"
"SCOUT X-4 R/B","1963-053B","114.854","2299.627","597.925","ROCKET BODY","US","1963-12-19","AFWTR","MEDIUM","1   721U 63053B   21272.50024973  .00000094  00000-0  61489-4 0  9996","2   721  78.6139   6.7901 1087084 264.2108  83.4274 12.53767995634588"
"SCOUT X-4 DEB","1963-053E","101.499","1107.172","552.121","DEBRIS","US","1963-12-19","AFWTR","SMALL","1 00724U 63053E   21271.34736343  .00006061  00000-0  13842-2 0  9999","2 00724  78.5944 236.8764 0385036  81.5774 282.8834 14.18731982770468"
"THOR AGENA D R/B","1964-001A","103.196","917.518","901.963","ROCKET BODY","US","1964-01-11","AFWTR","LARGE","1   727U 64001A   21272.46183285 -.00000010  00000-0  31793-4 0  9997","2   727  69.9087  25.1244 0010672  99.8075 260.4235 13.95408382937407"
"SCOUT X-4 DEB","1963-053H","104.901","1385.810","593.791","DEBRIS","US","1963-12-19","AFWTR","SMALL","1   732U 63053H   21272.17571377  .00003472  00000-0  13181-2 0  9993","2   732  78.5803 175.8748 0537477  23.7638 338.7348 13.72726580755450"
"THOR AGENA D R/B","1964-002A","100.527","807.178","759.888","ROCKET BODY","US","1964-01-19","AFWTR","LARGE","1   733U 64002A   21272.17258923  .00000052  00000-0  36499-4 0  9998","2   733  98.9771 186.9560 0033016 306.7499  53.0654 14.32456679  6345"
"DELTA 1 R/B","1964-003B","194.772","7642.339","1862.221","ROCKET BODY","US","1964-01-21","AFETR","MEDIUM","1   738U 64003B   21271.96626401 -.00000011  00000-0  00000+0 0  9990","2   738  46.4574 132.2046 2596542 243.3078  87.9300  7.39325597558351"
"ATLAS CENTAUR 2 DEB","1963-047H","104.160","1429.482","480.626","DEBRIS","US","1963-11-27","AFETR","MEDIUM","1 00739U 63047H   21271.34139831  .00000404  00000-0  52079-4 0  9999","2 00739  30.4267 291.7798 0646960 312.8801  41.9185 13.82494525902653"
"THOR AGENA B R/B","1964-004B","108.789","1300.567","1040.940","ROCKET BODY","US","1964-01-25","AFWTR","LARGE","1   741U 64004B   21272.34466904  .00000047  00000-0  78635-4 0  9990","2   741  81.4884 129.6768 0171964 166.9001   6.1190 13.23665507785721"
"THOR AGENA B DEB","1964-004C","108.599","1291.683","1032.229","DEBRIS","US","1964-01-25","AFWTR","MEDIUM","1   742U 64004C   21272.43786319  .00000048  00000-0  75965-4 0  9990","2   742  81.4699  31.2465 0172050  53.9627 307.7301 13.25982729789159"
